code,name,city,country
TOC,Toccoa RG Letourneau Field Airport,Toccoa,United States
TOD,Pulau Tioman,Tioman,Malaysia
TOE,Nefta,Tozeur,Tunisia
TOF,Tomsk Bogashevo Airport,Tomsk,Russia
TOG,Togiak Airport,Togiak Village,United States
TOH,Torres Airstrip,Loh/Linua,Vanuatu
TOJ,Torrejon,Madrid,Spain
TOL,Toledo,Toledo,United States
TOM,Tombouctou,Tombouctou,Mali
TOP,Philip Billard Muni,Topeka,United States
TOS,Langnes,Tromso,Norway
TOT,Totness Airstrip,Totness,Suriname
TOU,Touho,Touho,New Caledonia
TOW,Toledo Airport,Toledo,Brazil
TOY,Toyama,Toyama,Japan
TPA,Tampa Intl,Tampa,United States
TPC,Tarapoa,Tarapoa,Ecuador
TPE,Taoyuan Intl,Taipei,Taiwan
TPI,Tapini Airport,Tapini,Papua New Guinea
TPJ,Taplejung,Taplejung,Nepal
TPL,Draughon Miller Central Texas Rgnl,Temple,United States
TPN,Tiputini,Tiputini,Ecuador
TPP,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru
TPQ,Tepic,Tepic,Mexico
TPS,Trapani Birgi,Trapani,Italy
TQR,San Domino Island Heliport,Tremiti Islands,Italy
TRC,Torreon Intl,Torreon,Mexico
TRD,Vaernes,Trondheim,Norway
TRE,Tiree,Tiree,United Kingdom
TRF,Torp,Sandefjord,Norway
TRG,Tauranga,Tauranga,New Zealand
TRI,Tri-Cities Regional Airport,Bristol,United States
TRK,Juwata,Taraken,Indonesia
TRM,Jacqueline Cochran Regional Airport,Palm Springs,United States
TRN,Torino,Torino,Italy
TRO,Taree Airport,Taree,Australia
TRR,China Bay,Trinciomalee,Sri Lanka
TRS,Ronchi Dei Legionari,Ronchi De Legionari,Italy
TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru
TRV,Thiruvananthapuram Intl,Trivandrum,India
TRW,Bonriki Intl,Tarawa,Kiribati
TRZ,Trichy,Tiruchirappalli,India
TSA,Sungshan,Taipei,Taiwan
TSB,Tsumeb Airport,Tsumeb,Namibia
TSE,Astana Intl,Tselinograd,Kazakhstan
TSF,Treviso,Treviso,Italy
TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa)
TSJ,Tsushima,Tsushima,Japan
TSL,Tamuin,Tamuin,Mexico
TSN,Binhai,Tianjin,China
TSO,Tresco Heliport,Tresco,United Kingdom
TSR,Traian Vuia,Timisoara,Romania
TSS,East 34th Street Heliport,New York,United States
TST,Trang,Trang,Thailand
TSU,Tabiteuea South Airport,Tabiteuea,Kiribati
TSV,Townsville,Townsville,Australia
TTA,Plage Blanche,Tan Tan,Morocco
TTB,Tortoli,Tortoli,Italy
TTD,Portland Troutdale,Troutdale,United States
TTE,Sultan Babullah,Ternate,Indonesia
TTG,General Enrique Mosconi Airport,Tartagal,Argentina
TTH,Thumrait,Thumrait,Oman
TTI,Tetiaroa Airport,Tetiaroa,French Polynesia
TTJ,Tottori,Tottori,Japan
TTN,Trenton Mercer,Trenton,United States
TTQ,Aerotortuguero Airport,Roxana,Costa Rica
TTR,Tana Toraja Airport,Toraja,Indonesia
TTS,Tsaratanana Airport,Tsaratanana,Madagascar
TTT,Fengnin,Fengnin,Taiwan
TTU,Saniat Rmel,Tetouan,Morocco
TUA,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador
TUB,Tubuai,Tubuai,French Polynesia
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina
TUD,Tambacounda,Tambacounda,Senegal
TUF,Val De Loire,Tours,France
TUG,Tuguegarao Airport,Tuguegarao,Philippines
TUI,Turaif,Turaif,Saudi Arabia
TUK,Turbat International Airport,Turbat,Pakistan
TUL,Tulsa Intl,Tulsa,United States
TUN,Carthage,Tunis,Tunisia
TUO,Taupo,Taupo,New Zealand
TUP,Tupelo Regional Airport,Tupelo,United States
TUR,Tucurui,Tucurui,Brazil
TUS,Tucson Intl,Tucson,United States
TUU,Tabuk,Tabuk,Saudi Arabia
TUV,Tucupita,Tucupita,Venezuela
TUW,Tubuala Airport,Tubuala,Panama
TVA,Morafenobe Airport,Morafenobe,Madagascar
TVC,Cherry Capital Airport,Traverse City,United States
TVF,Thief River Falls,Thief River Falls,United States
TVI,Thomasville Regional Airport,Thomasville,United States
TVL,Lake Tahoe Airport,South Lake Tahoe,United States
TVS,Sannvhe,Tangshan,China
TVU,Matei Airport,Matei,Fiji
TVY,Dawei Airport,Dawei,Myanmar
TWA,Twin Hills Airport,Twin Hills,United States
TWB,Toowoomba,Toowoomba,Australia
TWD,Jefferson County Intl,Port Townsend,United States
TWF,Magic Valley Regional Airport,Twin Falls,United States
TWU,Tawau,Tawau,Malaysia
TXA,Tlaxcala,Tlaxcala,Mexico
TXG,Taichung Airport,Taichung,Taiwan
TXK,Texarkana Rgnl Webb Fld,Texarkana,United States
TXL,Tegel,Berlin,Germany
TXN,Tunxi International Airport,Huangshan,China
TYA,Tula,Tula,Russia
TYE,Tyonek Airport,Tyonek,United States
TYF,Torsby Airport,Torsby,Sweden
TYL,Capitan Montes,Talara,Peru
TYN,Wusu,Taiyuan,China
TYO,All Airports,Tokyo,Japan
TYR,Tyler Pounds Rgnl,Tyler,United States
TYS,Mc Ghee Tyson,Knoxville,United States
TZA,Belize City Municipal Airport,Belize,Belize
TZR,Bolton Field,Columbus,United States
TZX,Trabzon,Trabzon,Turkey
U76,Mountain Home Municipal Airport,Mountain Home,United States
UAB,Adana-Incirlik Airbase,Adana,Turkey
UAH,Ua Huka Airport,Ua Huka,French Polynesia
UAK,Narsarsuaq,Narssarssuaq,Greenland
UAM,Andersen Afb,Andersen,Guam
UAP,Ua Pou Airport,Ua Pou,French Polynesia
UAQ,San Juan,San Julian,Argentina
UAS,Samburu South Airport,Samburu South,Kenya
UBA,Uberaba,Uberaba,Brazil
UBB,Mabuiag Island Airport,Mabuiag Island,Australia
UBJ,Yamaguchi Ube,Yamaguchi,Japan
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand
UCA,Union Station,Utica,United States
UCT,Ukhta,Ukhta,Russia
UDD,Bermuda Dunes Airport,Palm Springs,United States
UDE,Volkel AB,Volkel,Netherlands
UDG,Darlington County Jetport,Darlington,United States
UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil
UDJ,Uzhhorod International Airport,Uzhgorod,Ukraine
UDR,Udaipur,Udaipur,India
UEL,Quelimane,Quelimane,Mozambique
UEO,Kumejima,Kumejima,Japan
UES,Waukesha County Airport,Waukesha,United States
UET,Quetta,Quetta,Pakistan
UFA,Ufa,Ufa,Russia
UGA,Bulgan Airport,Bulgan,Mongolia
UGC,Urgench Airport,Urgench,Uzbekistan
UGN,Waukegan Rgnl,Chicago,United States
UGO,Uige,Uige,Angola
UIB,El Carano,Quibdo,Colombia
UIH,Phu Cat Airport,Phucat,Vietnam
UII,Utila Airport,Utila,Honduras
UIK,Ust-Ilimsk,Ust Ilimsk,Russia
UIN,Quincy Regional Baldwin Field,Quincy,United States
UIO,Mariscal Sucre Intl,Quito,Ecuador
UIP,Pluguffan,Quimper,France
UIT,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands
UJE,Ujae Atoll Airport,Ujae Atoll,Marshall Islands
UKA,Ukunda Airport,Ukunda,Kenya
UKB,Kobe,Kobe,Japan
UKC,Lutsk,Lutsk,Ukraine
UKK,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan
UKS,Belbek Sevastopol International Airport,Sevastopol,Ukraine
UKU,Nuku Airport,Nuku,Papua New Guinea
UKX,Ust-Kut,Ust-Kut,Russia
UKY,Kyoto,Kyoto,Japan
ULA,San Julian,San Julian,Argentina
ULB,Ul̩i Airport,Ambryn Island,Vanuatu
ULD,Prince Mangosuthu Buthelezi,Ulundi,South Africa
ULG,Olgii Airport,Olgii,Mongolia
ULH,Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia
ULI,Ulithi,Ulithi,Micronesia
ULK,Lensk,Lensk,Russia
ULN,Chinggis Khaan Intl,Ulan Bator,Mongolia
ULO,Ulaangom Airport,Ulaangom,Mongolia
ULP,Quilpie Airport,Quilpie,Australia
ULQ,Farfan,Tulua,Colombia
ULU,Gulu Airport,Gulu,Uganda
ULV,Barataevka,Ulyanovsk,Russia
ULX,Ulusaba Airstrip,Ulusaba,Namibia
ULY,Ulyanovsk East Airport,Ulyanovsk,Russia
UMD,Uummannaq Heliport,Uummannaq,Greenland
UME,Umea,Umea,Sweden
UMP,Indianapolis Metropolitan Airport,Indianapolis,United States
UMR,Woomera,Woomera,Australia
UMS,Ust-Maya Airport,Ust-Maya,Russia
UMU,Orlando de Carvalho Airport,Umuarama,Brazil
UNA,Una-Comandatuba Airport,Una,Brazil
UND,Konduz,Kunduz,Afghanistan
UNG,Kiunga Airport,Kiunga,Papua New Guinea
UNI,Union Island International Airport,Union Island,Saint Vincent and the Grenadines
UNK,Unalakleet Airport,Unalakleet,United States
UNN,Ranong,Ranong,Thailand
UNT,Unst Airport,Unst,United Kingdom
UPG,Hasanuddin,Ujung Pandang,Indonesia
UPN,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,Mexico
UPP,Upolu,Opolu,United States
URA,Uralsk,Uralsk,Kazakhstan
URC,Diwopu,Urumqi,China
URE,Kuressaare,Kuressaare,Estonia
URG,Rubem Berta,Uruguaiana,Brazil
URJ,Uraj,Uraj,Russia
URO,Vallee De Seine,Rouen,France
URS,Kursk East Airport,Kursk,Russia
URT,Surat Thani,Surat Thani,Thailand
URY,Guriat,Guriat,Saudi Arabia
USH,Ushuaia Malvinas Argentinas,Ushuaia,Argentina
USI,Mabaruma Airport,Mabaruma,Guyana
USK,Usinsk,Usinsk,Russia
USM,Samui,Ko Samui,Thailand
USN,Ulsan,Ulsan,South Korea
USQ,Usak Airport,Usak,Turkey
UST,St. Augustine Airport,St. Augustine Airport,United States
USU,Busuanga,Busuanga,Philippines
UT3,Hite Airport,Hanksville,United States
UTC,Soesterberg,Soesterberg,Netherlands
UTH,Udon Thani,Udon Thani,Thailand
UTK,Utirik Airport,Utirik Island,Marshall Islands
UTM,Tunica Municipal Airport,Tunica,United States
UTN,Upington,Upington,South Africa
UTO,Indian Mountain Lrrs,Indian Mountains,United States
UTP,U Taphao Intl,Pattaya,Thailand
UTT,Mthatha,Umtata,South Africa
UTU,Ustupo,Ustupo,Panama
UTW,Queenstown,Queenstown,South Africa
UUA,Bugulma Airport,Bugulma,Russia
UUD,Mukhino,Ulan-ude,Russia
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States
UUS,Khomutovo,Yuzhno-sakhalinsk,Russia
UUU,Newport State,Newport RI,United States
UVA,Garner Field,Uvalde,United States
UVE,Ouvea,Ouvea,New Caledonia
UVF,Hewanorra Intl,Hewandorra,Saint Lucia
UYL,Nyala Airport,Nyala,Sudan
UYN,Yulin Airport,Yulin,China
UYU,Uyuni Airport,Uyuni,Bolivia
VAA,Vaasa,Vaasa,Finland
VAD,Moody Afb,Valdosta,United States
VAF,Chabeuil,Valence,France
VAG,Major Brigadeiro Trompowsky,Varginha,Brazil
VAI,Vanimo Airport,Vanimo,Papua New Guinea
VAK,Chevak Airport,Chevak,United States
VAL,Valenca Airport,Valenca,Brazil
VAM,Maamigili Airport,Maamigili,Maldives
VAN,Van,Van,Turkey
VAO,Suavanao Airport,Suavanao,Solomon Islands
VAR,Varna,Varna,Bulgaria
VAS,Sivas,Sivas,Turkey
VAV,Vavau Intl,Vava'u,Tonga
VAW,Svartnes Airport,Vard��,Norway
VAY,South Jersey Regional Airport,Mount Holly,United States
VBG,Vandenberg Afb,Lompoc,United States
VBS,Montichiari,Brescia,Italy
VBV,Vanua Balavu Airport,Vanua Balavu,Fiji
VBY,Visby,Visby,Sweden
VCA,Tr�� N�_c Airport,Can Tho,Vietnam
VCD,Victoria River Downs Airport,Victoria River Downs,Australia
VCE,Venezia Tessera,Venice,Italy
VCL,Chu Lai,Chu Lai,Vietnam
VCP,Viracopos,Campinas,Brazil
VCS,Co Ong Airport,Conson,Vietnam
VCT,Victoria Regional Airport,Victoria,United States
VCV,Southern California Logistics,Victorville,United States
VDA,Ovda,Ovda,Israel
VDB,Leirin,Fagernes,Norway
VDC,Vit�_ria da Conquista Airport,Vit�_ria Da Conquista,Brazil
VDE,Hierro,Hierro,Spain
VDF,Tampa Executive Airport,Tampa,United States
VDH,Dong Hoi,Dong Hoi,Vietnam
VDM,Gobernador Castello,Viedma,Argentina
VDP,Valle De La Pascua,Valle De La Pascua,Venezuela
VDR,Villa Dolores,Villa Dolores,Argentina
VDS,Airport,Vadso,Norway
VDZ,Valdez Pioneer Fld,Valdez,United States
VEE,Venetie Airport,Venetie,United States
VEL,Vernal Regional Airport,Vernal,United States
VER,General Heriberto Jara Intl,Vera Cruz,Mexico
VEY,Vestmannaeyjar,Vestmannaeyjar,Iceland
VFA,Victoria Falls Intl,Victoria Falls,Zimbabwe
VGA,Vijayawada,Vijayawada,India
VGD,Vologda Airport,Vologda,Russia
VGO,Vigo,Vigo,Spain
VGT,North Las Vegas Airport,Las Vegas,United States
VGZ,Villa Garzon Airport,Villa Garzon,Colombia
VHC,Saurimo,Saurimo,Angola
VHM,Vilhelmina,Vilhelmina,Sweden
VHY,Charmeil,Vichy,France
VIC,Vicenza,Vicenza,Italy
VIE,Schwechat,Vienna,Austria
VIF,Vieste Heliport,Vieste,Italy
VIG,Juan Pablo P̩rez Alfonso Airport,El Vig�_a,Venezuela
VII,Vinh Airport,Vinh,Vietnam
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands
VIL,Dakhla Airport,Dakhla,Western Sahara
VIN,Vinnitsa,Vinnitsa,Ukraine
VIR,Virginia,Durban,South Africa
VIS,Visalia Municipal Airport,Visalia,United States
VIT,Vitoria,Vitoria,Spain
VIX,Goiabeiras,Vitoria,Brazil
VKG,Rach Gia,Rach Gia,Vietnam
VKO,Vnukovo,Moscow,Russia
VKT,Vorkuta Airport,Vorkuta,Russia
VLC,Valencia,Valencia,Spain
VLD,Valdosta Regional Airport,Valdosta,United States
VLG,Villa Gesell,Villa Gesell,Argentina
VLI,Port Vila Bauerfield,Port-vila,Vanuatu
VLL,Valladolid,Valladolid,Spain
VLN,Arturo Michelena Intl,Valencia,Venezuela
VLS,Valesdir Airport,Valesdir,Vanuatu
VLU,Velikiye Luki,Velikiye Luki,Russia
VLV,Dr Antonio Nicolas Briceno,Valera,Venezuela
VMU,Baimuru Airport,Baimuru,Papua New Guinea
VNA,Saravane Airport,Saravane,Laos
VNE,Meucon,Vannes,France
VNO,Vilnius Intl,Vilnius,Lithuania
VNS,Varanasi,Varanasi,India
VNW,Van Wert County Airport,Van Wert,United States
VNX,Vilankulo,Vilankulu,Mozambique
VNY,Van Nuys,Van Nuys,United States
VOG,Gumrak,Volgograd,Russia
VOH,Vohimarina,Vohemar,Madagascar
VOK,Volk Fld,Camp Douglas,United States
VOL,Nea Anchialos,Nea Anghialos,Greece
VOZ,Chertovitskoye,Voronezh,Russia
VPC,Cartersville Airport,Cartersville,United States
VPE,Ondjiva Pereira Airport,Ondjiva,Angola
VPN,Vopnafj̦r̡ur Airport,Vopnafj̦r̡ur,Iceland
VPS,Eglin Afb,Valparaiso,United States
VPY,Chimoio Airport,Chimoio,Mozambique
VQS,Vieques Airport,Vieques Island,Puerto Rico
VRA,Juan Gualberto Gomez Intl,Varadero,Cuba
VRB,Vero Beach Muni,Vero Beach,United States
VRC,Virac Airport,Virac,Philippines
VRK,Varkaus,Varkaus,Finland
VRL,Vila Real,Vila Real,Portugal
VRN,Villafranca,Villafranca,Italy
VRU,Vryburg,Vryburg,South Africa
VRY,V�_r��y Heliport,V�_r��y,Norway
VSA,C P A Carlos Rovirosa Intl,Villahermosa,Mexico
VSF,Hartness State,Springfield VT,United States
VSG,Luhansk International Airport,Lugansk,Ukraine
VST,Vasteras,Vasteras,Sweden
VTB,Vitebsk,Vitebsk,Belarus
VTE,Wattay Intl,Vientiane,Laos
VTS,Ventspils International Airport,Ventspils,Latvia
VTU,Hermanos Ameijeiras,Las Tunas,Cuba
VTZ,Vishakhapatnam,Vishakhapatnam,India
VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia
VUS,Veliky Ustyug,Veliky Ustyug,Russia
VVC,Vanguardia,Villavicencio,Colombia
VVI,Viru Viru Intl,Santa Cruz,Bolivia
VVO,Knevichi,Vladivostok,Russia
VVZ,Illizi Takhamalt,Illizi,Algeria
VXC,Lichinga,Lichinga,Mozambique
VXE,Sao Pedro,Sao Vicente Island,Cape Verde
VXO,Kronoberg,Vaxjo,Sweden
VYS,Illinois Valley Regional,Peru,United States
W04,Ocean Shores Municipal,Ocean Shores,United States
W13,Eagle's Nest Airport,Waynesboro,United States
WAA,Wales Airport,Wales,United States
WAG,Wanganui,Wanganui,New Zealand
WAI,Ambalabe,Antsohihy,Madagascar
WAL,Wallops Flight Facility,Wallops Island,United States
WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar
WAQ,Antsalova Airport,Antsalova,Madagascar
WAR,Waris Airport,Waris-Papua Island,Indonesia
WAS,All Airports,Washington,United States
WAT,Waterford,Waterford,Ireland
WAW,Okecie,Warsaw,Poland
WBB,Stebbins Airport,Stebbins,United States
WBM,Wapenamanda Airport,Wapenamanda,Papua New Guinea
WBQ,Beaver Airport,Beaver,United States
WBU,Boulder Municipal,Boulder,United States
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,United States
WCH,Chaiten,Chaiten,Chile
WDH,Windhoek Hosea Kutako International Airport,Windhoek,Namibia
WDR,Barrow County Airport,Winder,United States
WEF,Weifang Airport,Weifang,China
WEH,Weihai Airport,Weihai,China
WEI,Weipa,Weipa,Australia
WEL,Welkom,Welkom,South Africa
WFB,Ketchikan harbor Seaplane Base,Ketchikan,United States
WFI,Fianarantsoa,Fianarantsoa,Madagascar
WFK,Northern Aroostook Regional Airport,Frenchville,United States
WGA,Wagga Wagga,Wagga Wagga,Australia
WGE,Walgett Airport,Walgett,Australia
WGP,Mau Hau,Waingapu,Indonesia
WHD,Hyder Seaplane Base,Hyder,United States
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan
WHK,Whakatane,Whakatane,New Zealand
WHP,Whiteman Airport,Los Angeles,United States
WIC,Wick,Wick,United Kingdom
WIH,Wishram Amtrak Station,Wishram,United States
WIL,Nairobi Wilson,Nairobi,Kenya
WIN,Winton Airport,Winton,Australia
WIO,Wilcannia,Wilcannia,Australia
WJA,Woja Airport,Majuro Atoll,Marshall Islands
WJR,Wajir,Wajir,Kenya
WJU,Wonju Airport,Wonju,South Korea
WKA,Wanaka,Wanaka,New Zealand
WKJ,Wakkanai,Wakkanai,Japan
WKK,Aleknagik Airport,Aleknagik,United States
WKL,Waikoloa Heliport,Waikoloa Village,United States
WKM,Hwange National Park,Hwange National Park,Zimbabwe
WLF,Whittlesford Parkway Rail Station,Whittlesford,United Kingdom
WLG,Wellington Intl,Wellington,New Zealand
WLH,Walaha Airport,Walaha,Vanuatu
WLK,Selawik Airport,Selawik,United States
WLS,Wallis,Wallis,Wallis and Futuna
WMA,Mandritsara Airport,Mandritsara,Madagascar
WME,Mount Keith,Mount Keith,Australia
WMI,Warsaw Modlin,Warsaw,Poland
WMN,Maroantsetra,Maroantsetra,Madagascar
WMO,White Mountain Airport,White Mountain,United States
WMP,Mampikony Airport,Mampikony,Madagascar
WMR,Avaratra,Mananara,Madagascar
WMX,Wamena,Wamena,Indonesia
WNH,Wenshan Airport,Wenshan,China
WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada
WNP,Naga Airport,Naga,Philippines
WNR,Windorah Airport,Windorah,Australia
WNS,Nawabshah,Nawabshah,Pakistan
WNZ,Wenzhou Yongqiang Airport,Wenzhou,China
WOE,Woensdrecht,Woensdrecht,Netherlands
WOL,Wollongong Airport,Wollongong,Australia
WOT,Wang An,Wang An,Taiwan
WPB,Port Berg̩ Airport,Port Berg̩,Madagascar
WPM,Wipim Airport,Wipim,Papua New Guinea
WPR,Aeropuerto Capitan Fuentes Martinez,Porvenir,Chile
WPU,Guardiamarina Zanartu Airport,Puerto Williams,Chile
WRB,Robins Afb,Macon,United States
WRE,Whangarei,Whangarei,New Zealand
WRG,Wrangell Airport,Wrangell,United States
WRI,Mc Guire Afb,Wrightstown,United States
WRL,Worland Municipal Airport,Worland,United States
WRO,Strachowice,Wroclaw,Poland
WRY,Westray Airport,Westray,United Kingdom
WRZ,Wirawila Airport,Wirawila,Sri Lanka
WSD,Condron Aaf,White Sands,United States
WSJ,San Juan - Uganik Seaplane Base,San Juan,United States
WSN,South Naknek Airport,South Naknek,United States
WSP,Waspam Airport,Waspam,Nicaragua
WST,Westerly State Airport,Washington County,United States
WSX,Westsound Seaplane Base,Westsound,United States
WSY,Whitsunday Airstrip,Airlie Beach,Australia
WSZ,Westport,Westport,New Zealand
WTA,Tambohorano Airport,Tambohorano,Madagascar
WTE,Wotje Atoll Airport,Wotje Atoll,Marshall Islands
WTK,Noatak Airport,Noatak,United States
WTL,Tuntutuliak Airport,Tuntutuliak,United States
WTN,Waddington,Waddington,United Kingdom
WTO,Wotho Island Airport,Wotho Island,Marshall Islands
WTP,Woitape Airport,Woitape,Papua New Guinea
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar
WTZ,Whitianga Airport,Whitianga,New Zealand
WUA,Wuhai,Wuhai,China
WUH,Tianhe,Wuhan,China
WUN,Wiluna Airport,Wiluna,Australia
WUS,Nanping Wuyishan Airport,Wuyishan,China
WUU,Wau Airport,Wau,Sudan
WUX,Wuxi Airport,Wuxi,China
WUZ,Changzhoudao Airport,Wuzhou,China
WVB,Walvis Bay Airport,Walvis Bay,Namibia
WVK,Manakara,Manakara,Madagascar
WVN,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany
WWD,Cape May Co,Wildwood,United States
WWK,Wewak Intl,Wewak,Papua New Guinea
WWP,North Whale Seaplane Base,North Whale Pass,United States
WWT,Newtok Airport,Newtok,United States
WXN,Wanxian Airport,Wanxian,China
WYA,Whyalla Airport,Whyalla,Australia
WYE,Yengema Airport,Yengema,Sierra Leone
WYS,Yellowstone Airport,West Yellowstone,United States
WZB,Wurzburg HBF,Wurzburg,Germany
WZY,Paradise Island Seaplane Base,Nassau,Bahamas
X01,Everglades Airpark,Everglades,United States
X04,Apopka,Orlando,United States
X07,Lake Wales Municipal Airport,Lake Wales,United States
X21,Arthur Dunn Airpark,Titusville,United States
X26,Sebastian Municipal,Sebastian,United States
X39,Tampa North Aero Park,Tampa,United States
X49,South Lakeland Airport,Lakeland,United States
X59,Valkaria Municipal,Valkaria,United States
XAC,La Teste De Buch,Arcachon,France
XAD,Train Station,Churchill,Canada
XAP,Chapeco,Chapeco,Brazil
XAU,Saul Airport,Saul,French Guiana
XAX,Dorval Railway Station,Dorval,Canada
XBE,Bearskin Lake Airport,Bearskin Lake,Canada
XBG,Bogande Airport,Bogande,Canada
XBJ,Birjand,Birjand,Iran
XBK,Ceyzeriat,Bourg,France
XCD,Champforgeuil,Chalon,France
XCH,Christmas Island,Christmas Island,Christmas Island
XCM,Kent,Chatham,Canada
XCR,Vatry,Chalons,France
XDB,Lille,Lille,France
XDS,Train Station,Ottawa,Canada
XEF,Train Station,Winnipeg,Canada
XEG,Kingston Train Station,Kingston,Canada
XEV,Central Station,Stockholm,Sweden
XFL,Flagler County Airport,Flagler,United States
XFN,Xiangfan Airport,Xiangfan,China
XFW,Hamburg Finkenwerder,Hamburg,Germany
XGB,Gare Montparnasse,Paris,France
XGN,Xangongo,Xangongo,Angola
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada
XHN,Liege-Guillemins Railway Station,Liege,Belgium
XHP,Gare de LEst,Paris,France
XIC,Qingshan,Xichang,China
XIL,Xilinhot Airport,Xilinhot,China
XIY,Xianyang,Xi'an,China
XKH,Xieng Khouang,Phon Savan,Laos
XKL,Sentral,Kuala Lumpur,Malaysia
XKS,Kasabonika Airport,Kasabonika,Canada
XLB,Lac Brochet Airport,Lac Brochet,Canada
XLS,Saint Louis,St. Louis,Senegal
XMC,Mallacoota Airport,Mallacoota,Australia
XMH,Manihi,Manihi,French Polynesia
XMN,Gaoqi,Xiamen,China
XMS,Coronel E Carvajal,Macas,Ecuador
XMU,Montbeugny,Moulins,France
XMY,Yam Island Airport,Yam Island,Australia
XNA,NW Arkansas Regional,Bentonville,United States
XNN,Xining Caojiabu Airport,Xining,China
XOZ,Doha Free Zone Airport,Doha,Qatar
XPG,Gare du Nord,Paris,France
XQP,La Managua,Quepos,Costa Rica
XQU,Qualicum Beach Airport,Qualicum Beach,Canada
XRY,Jerez,Jerez,Spain
XSB,Sir Bani Yas Island,Sir Bani Yas Island,United Arab Emirates
XSC,South Caicos,South Caicos,Turks and Caicos Islands
XSH,Saint-Pierre-des-Corps,Tours,France
XSI,South Indian Lake Airport,South Indian Lake,Canada
XSP,Seletar,Singapore,Singapore
XTG,Thargomindah Airport,Thargomindah,Australia
XTL,Tadoule Lake Airport,Tadoule Lake,Canada
XUZ,Xuzhou Guanyin Airport,Xuzhou,China
XVF,Tarare,Vilefrance,France
XVH,Peterborough Railway Station,Peterborough,United Kingdom
XVJ,Stevenage Railway Station,Stevenage,United Kingdom
XVV,Train Station,Belleville,Canada
XWG,Gare de Strasbourg,Strasbourg,France
XWW,Westbahnhoff,Vienna,Austria
XYA,Yandina Airport,Yandina,Solomon Islands
XYD,Lyon Part-Dieu Railway,Lyon,France
XYE,Ye,Ye,Myanmar
XYG,Praha hlavni nadrazi,Prague,Czech Republic
XYJ,Holesovice,Praha,Czech Republic
XZK,Amherst Amtrak Station AMM,Amherst MA,United States
XZL,Train Station,Edmonton,Canada
XZM,Macau Ferry Pier,Macau,Macau
Y51,Municipal Airport,Viroqua,United States
Y72,Bloyer Field,Tomah,United States
YAA,Anahim Lake Airport,Anahim Lake,Canada
YAB,Arctic Bay Airport,Arctic Bay,Canada
YAC,Cat Lake Airport,Cat Lake,Canada
YAG,Fort Frances Municipal Airport,Fort Frances,Canada
YAK,Yakutat,Yakutat,United States
YAM,Sault Ste Marie,Sault Sainte Marie,Canada
YAO,Yaounde Ville,Yaounde,Cameroon
YAP,Yap Intl,Yap,Micronesia
YAT,Attawapiskat Airport,Attawapiskat,Canada
